-0.681396,0.801025,0.005615,-0.709924,26.053434,-4.679389
-0.699707,0.754639,-0.018066,-1.152672,21.664122,2.511450
-0.714600,0.765381,-0.032715,-0.961832,9.045801,10.229008
-0.694092,0.771729,0.000488,-0.664122,5.427481,16.007633
-0.684082,0.769775,0.021973,-1.587786,12.496183,19.603054
-0.704102,0.764648,0.020264,-3.549618,13.969465,21.564886
-0.708984,0.767578,0.022705,-6.595420,4.152672,23.083969
-0.695801,0.771240,0.015869,-9.984733,-9.603053,23.259542
-0.656250,0.780762,0.010010,-12.267176,-20.916031,22.671755
-0.641113,0.822021,0.042969,-15.877863,-22.870230,19.740458
-0.588623,0.821777,0.019531,-18.541985,-27.038168,16.045801
-0.545898,0.948730,-0.098877,-13.343512,-34.351147,14.946565
-0.464111,0.859131,0.009521,0.450382,-10.809160,15.900764
-0.493408,0.824219,0.074463,6.862596,19.221375,15.122137
-0.555908,0.839111,0.052979,7.305344,21.206106,9.374045
-0.476562,0.680908,0.052734,6.343512,2.664122,-5.450382
-0.375000,0.668457,0.078613,10.954199,4.198473,-17.564886
-0.379150,0.631836,0.076904,15.877863,30.984734,-22.839695
-0.450439,0.685059,-0.009277,19.297710,46.511452,-20.938931
-0.567627,0.742432,-0.022461,14.725191,35.526718,-17.534351
-0.582275,0.770020,-0.083984,6.694656,22.503817,-14.045801
-0.613525,0.744385,-0.103760,3.152672,18.358778,-10.343512
-0.614014,0.766113,-0.095215,0.083969,-1.442748,-8.129771
-0.663086,0.839355,-0.024170,-0.839695,-27.488550,-7.641222
-0.703369,0.933350,0.059326,0.106870,-41.916031,-5.793893
-0.778076,1.045410,0.127930,0.633588,-68.206108,-0.549618
-0.824463,1.168945,0.225342,1.679389,-98.908394,8.305344
-0.789795,1.362549,0.328125,3.717557,-119.419846,20.610687
-0.838867,1.307861,0.497314,8.534351,-137.809158,34.183205
-0.870117,1.404053,0.666748,16.633587,-178.908401,50.671757
-0.667236,1.376709,0.814941,27.564886,-239.213745,67.961830
-0.719727,1.363770,0.874268,41.160305,-232.702286,85.427483
-0.772461,1.434570,1.067871,55.335876,-238.374039,101.717560
-0.734375,1.401123,1.151611,70.862595,-250.137405,116.854965
-0.682861,1.212158,1.101318,89.213737,-250.137405,131.427475
-0.644531,1.232910,1.003906,106.160309,-250.137405,139.748093
-0.558594,1.192383,0.865723,115.854965,-250.137405,143.282440
-0.431641,1.084473,0.752441,119.419846,-224.083969,144.343506
-0.426514,0.912842,0.693604,116.435112,-200.725189,148.580154
-0.390381,0.777100,0.590576,110.511452,-216.801529,151.022903
-0.334229,0.720947,0.540771,102.198471,-221.007629,143.198471
-0.327637,0.658203,0.478760,91.946564,-213.374039,131.648849
-0.332275,0.504395,0.419434,79.412216,-210.961838,128.045807
-0.349609,0.467773,0.348633,67.106873,-231.114502,125.610687
-0.327148,0.525146,0.281494,56.534351,-245.496185,117.717560
-0.317871,0.551758,0.244141,45.938931,-211.625961,105.893127
-0.291504,0.473389,0.157715,36.282444,-181.015274,91.274811
-0.311523,0.421143,0.051758,29.549618,-182.984726,76.717560
-0.311523,0.402832,-0.010498,24.465649,-207.572525,60.969467
-0.288086,0.314941,-0.057129,20.045801,-218.221375,45.053436
-0.264648,0.197021,-0.141357,18.755726,-197.656494,30.503817
-0.287598,0.193604,-0.223389,17.343512,-176.885498,14.068703
-0.317627,0.252686,-0.304688,11.351145,-170.725189,-5.137404
-0.331787,0.159668,-0.381592,3.374046,-171.687027,-22.717558
-0.360840,0.069580,-0.429688,-6.045802,-177.793900,-37.824429
-0.370850,0.058350,-0.467773,-17.526718,-184.877869,-54.656490
-0.405518,0.018555,-0.492920,-30.419847,-181.694656,-75.236641
-0.480957,-0.095215,-0.535400,-42.786259,-178.893127,-97.038170
-0.548096,-0.105713,-0.564453,-55.984734,-182.167938,-118.725189
-0.608398,-0.076660,-0.489258,-73.473282,-182.923660,-141.366409
-0.740967,-0.254639,-0.468262,-89.824425,-174.091599,-168.442749
-0.828857,-0.354248,-0.392090,-105.839691,-154.259537,-191.488556
-0.933838,-0.378174,-0.287109,-126.259544,-153.854965,-212.793900
-1.166260,-0.554932,-0.201904,-149.740463,-172.618317,-234.396942
-1.341309,-0.710205,0.000000,-179.480911,-183.847336,-248.664124
-1.531006,-1.023926,0.260010,-209.274811,-182.938934,-250.137405
-1.936035,-1.379883,0.524658,-233.694656,-189.633591,-250.137405
-2.000000,-1.923828,0.835693,-250.137405,-201.969467,-244.954193
