-0.993652,-0.249023,-0.004883,10.648855,-16.709923,15.671756
-0.998291,-0.183838,0.021240,16.580153,2.488550,15.862596
-1.004150,-0.129639,0.006104,15.702291,6.244275,13.290076
-0.973633,-0.128418,-0.005615,10.900764,0.961832,10.038168
-0.970947,-0.149902,-0.026123,7.595420,-5.404580,7.076336
-0.977295,-0.160645,-0.031982,6.206107,-13.908397,4.465649
-0.975342,-0.178711,-0.021240,7.175572,-19.770992,3.458015
-0.960693,-0.177246,-0.007324,9.564885,-13.244275,3.824427
-0.975342,-0.148926,0.016357,10.931297,-2.160305,3.641221
-0.999756,-0.125488,0.023193,9.885496,2.396947,1.603053
-0.999268,-0.108154,0.038818,9.725191,-0.351145,0.511450
-1.035400,-0.049072,0.111084,9.274809,-6.793893,0.503817
-1.083252,0.007568,0.206787,5.717557,-13.854961,1.351145
-1.113525,-0.012451,0.265381,1.832061,-18.717558,5.412214
-1.152832,-0.042725,0.324219,3.137405,-18.030535,11.099236
-1.199463,-0.048584,0.380371,7.312977,-22.969465,17.412214
-1.256104,-0.060059,0.426025,12.877863,-32.519085,24.129770
-1.308350,-0.081543,0.447510,21.465649,-43.450382,28.877863
-1.318604,-0.078125,0.462402,31.977098,-53.610687,32.648853
-1.307861,-0.078125,0.473145,42.572517,-55.053436,38.061069
-1.326172,-0.149170,0.443848,57.114502,-52.175571,44.221375
-1.336182,-0.136719,0.423584,73.335876,-53.969467,49.740459
-1.314209,-0.133789,0.412842,87.557251,-50.854961,55.763359
-1.322510,-0.123535,0.416504,98.748093,-43.175571,61.961834
-1.320312,-0.116699,0.405029,106.374046,-39.473282,65.984734
-1.297363,-0.107666,0.361328,113.541985,-36.877861,70.908394
-1.281982,-0.118164,0.328369,121.129768,-35.656490,76.221375
-1.240967,-0.095703,0.291504,127.465652,-38.519085,82.312981
-1.188965,-0.068115,0.256592,130.053436,-42.900764,89.900764
-1.134277,-0.048096,0.166504,129.595413,-44.396946,96.564888
-1.093750,-0.026123,0.178955,130.267181,-44.114502,101.404579
-1.058838,0.030762,0.090088,129.931305,-45.282444,104.511452
-0.990723,0.067383,0.072998,128.931305,-48.358780,105.885498
-0.911865,0.107422,0.011475,129.633591,-46.854961,106.832062
-0.841797,0.174072,-0.007812,129.519089,-47.648853,104.847328
-0.753174,0.241455,-0.044922,127.908394,-53.259541,100.412216
-0.672852,0.291260,-0.070801,124.297707,-60.496181,92.877861
-0.607910,0.350342,-0.083984,120.251907,-65.709923,82.954201
-0.531494,0.405029,-0.099121,114.053436,-65.648857,72.213737
-0.513672,0.442627,-0.110840,105.977097,-59.809162,60.022900
-0.435547,0.485107,-0.116943,97.442749,-45.320610,48.083969
-0.385742,0.514160,-0.154297,87.770996,-26.053434,37.839695
-0.373291,0.539062,-0.198486,77.244278,-13.061069,28.427481
-0.390381,0.507080,-0.200195,65.587784,-7.496183,16.946566
-0.339844,0.497559,-0.270264,54.977100,1.152672,4.770992
-0.355957,0.471924,-0.303711,45.938931,3.198473,-6.526718
-0.369141,0.485596,-0.336670,34.625954,-5.961832,-18.030535
-0.381836,0.482666,-0.328125,22.282442,-21.160305,-29.320610
-0.374756,0.486084,-0.324707,6.938931,-33.496181,-38.374046
-0.406250,0.457275,-0.315674,-11.419847,-46.396946,-46.503819
-0.446533,0.444092,-0.341064,-28.045801,-61.656490,-55.748093
-0.482422,0.389893,-0.310791,-45.511452,-67.694656,-66.977097
-0.525146,0.272705,-0.249756,-67.396950,-61.725189,-78.038170
-0.573730,0.103516,-0.277588,-92.885498,-39.404579,-88.778625
-0.581055,-0.073730,-0.238525,-118.175575,-6.954198,-98.885498
-0.650879,-0.309326,-0.267822,-145.732819,23.763359,-108.977097
-0.872314,-0.635254,-0.351074,-168.229004,42.694656,-129.366409
-0.887451,-0.869629,-0.321045,-185.122131,69.557251,-154.381683
-0.979980,-1.050781,-0.376953,-209.236649,90.244278,-170.381683
-1.049316,-1.071533,-0.203857,-250.137405,58.419846,-178.404587
-1.151123,-0.953613,0.008789,-250.137405,14.366412,-183.290070
-1.189453,-0.977783,0.315186,-250.137405,23.687023,-191.763351
-1.241943,-1.069336,0.600586,-250.137405,77.709923,-220.244278
-1.410156,-1.316406,0.796387,-250.137405,120.679390,-250.137405
-1.390137,-1.637695,0.807861,-250.137405,111.167938,-250.137405
-1.407715,-1.854248,0.730469,-250.137405,73.618324,-250.137405
-1.382324,-1.868164,0.743896,-250.137405,36.244274,-250.137405
-1.352783,-1.788330,0.601807,-250.137405,2.862595,-241.900757
-1.256104,-1.757812,0.464111,-211.267181,-30.312977,-211.442749
-1.178711,-1.604492,0.430664,-152.503815,-49.870228,-171.122131
-1.068359,-1.389160,0.345947,-116.083969,-82.114502,-131.778625
-0.955811,-1.247314,0.243652,-95.320610,-118.343513,-96.404579
-0.822754,-1.111328,0.192871,-75.984734,-133.793900,-60.480915
-0.783447,-0.948975,0.178467,-61.259541,-138.648849,-32.603054
-0.759766,-0.855957,0.219727,-57.076336,-124.748093,-23.427481
-0.718018,-0.780029,0.226562,-65.664124,-82.038170,-33.038166
-0.678223,-0.749512,0.107422,-71.755722,-29.916031,-42.793892
-0.632324,-0.771729,-0.044678,-60.190838,1.038168,-41.671757
-0.615967,-0.787109,-0.128906,-38.152672,7.549618,-33.374046
-0.643799,-0.784424,-0.165283,-18.610687,-11.488549,-24.305344
-0.665039,-0.773193,-0.197754,-7.129771,-43.763359,-17.656488
-0.659668,-0.790527,-0.199463,-1.740458,-64.557251,-12.404580
-0.699219,-0.790039,-0.208252,0.038168,-72.755722,-8.503817
-0.660645,-0.791748,-0.199463,0.389313,-65.068703,-3.809160
-0.669434,-0.794434,-0.216797,2.312977,-47.465649,1.870229
-0.671143,-0.812256,-0.217285,6.137404,-32.229008,5.580153
-0.640625,-0.768311,-0.204590,10.076336,-13.045801,7.946565
-0.629395,-0.750977,-0.201660,13.671756,9.030535,10.503817
-0.635742,-0.755127,-0.202148,16.900763,23.625954,11.885496
-0.640625,-0.736816,-0.224121,19.641222,24.519083,12.358779
-0.640381,-0.737549,-0.260498,21.053434,18.290077,13.641221
